EPOCH	1	Loss
Loss:	=	0.05
Loss:	=	0.038
Loss:	=	0.042
Loss:	=	0.044
Loss:	=	0.059
Loss:	=	0.048
Loss:	=	0.049
Loss:	=	0.05
Loss:	=	0.045
Loss:	=	0.041
Loss:	=	0.038
Loss:	=	0.053
Loss:	=	0.03
Loss:	=	0.047
Loss:	=	0.04
Loss:	=	0.048
Loss:	=	0.039
Loss:	=	0.037
Loss:	=	0.045
Loss:	=	0.043
Loss:	=	0.026
Loss:	=	0.045
Loss:	=	0.052
Loss:	=	0.035
Loss:	=	0.029
Loss:	=	0.049
Loss:	=	0.031
Loss:	=	0.035
Loss:	=	0.039
Loss:	=	0.035
Loss:	=	0.041
Loss:	=	0.032
Loss:	=	0.034
Loss:	=	0.032
Loss:	=	0.055
Loss:	=	0.058
Loss:	=	0.029
Loss:	=	0.042
Loss:	=	0.049
Loss:	=	0.021
Loss:	=	0.077
Loss:	=	0.056
Loss:	=	0.053
Loss:	=	0.032
Loss:	=	0.039
Loss:	=	0.03
Loss:	=	0.041
Loss:	=	0.095
Loss:	=	0.037
Loss:	=	0.055
Loss:	=	0.042
Loss:	=	0.057
Loss:	=	0.064
		
EPOCH	2	3
Loss:	=	0.055
Loss:	=	0.053
Loss:	=	0.044
Loss:	=	0.074
Loss:	=	0.033
Loss:	=	0.062
Loss:	=	0.081
Loss:	=	0.045
Loss:	=	0.031
Loss:	=	0.035
Loss:	=	0.039
Loss:	=	0.039
Loss:	=	0.07
Loss:	=	0.043
Loss:	=	0.041
Loss:	=	0.046
Loss:	=	0.043
Loss:	=	0.077
Loss:	=	0.052
Loss:	=	0.033
Loss:	=	0.052
Loss:	=	0.042
Loss:	=	0.05
Loss:	=	0.052
Loss:	=	0.033
Loss:	=	0.04
Loss:	=	0.048
Loss:	=	0.043
Loss:	=	0.051
Loss:	=	0.048
Loss:	=	0.051
Loss:	=	0.031
Loss:	=	0.049
Loss:	=	0.037
Loss:	=	0.059
Loss:	=	0.034
Loss:	=	0.05
Loss:	=	0.031
Loss:	=	0.049
Loss:	=	0.032
Loss:	=	0.039
Loss:	=	0.032
Loss:	=	0.041
Loss:	=	0.048
Loss:	=	0.058
Loss:	=	0.036
Loss:	=	0.032
Loss:	=	0.03
Loss:	=	0.074
Loss:	=	0.056
Loss:	=	0.036
Loss:	=	0.037
Loss:	=	0.035
Loss:	=	0.037
Loss:	=	0.056
Loss:	=	0.045
Loss:	=	0.045
Loss:	=	0.036
		
EPOCH	2	4
Loss:	=	0.039
Loss:	=	0.03
Loss:	=	0.041
Loss:	=	0.032
Loss:	=	0.06
Loss:	=	0.04
Loss:	=	0.04
Loss:	=	0.039
Loss:	=	0.041
Loss:	=	0.041
Loss:	=	0.045
Loss:	=	0.051
Loss:	=	0.035
Loss:	=	0.048
Loss:	=	0.027
Loss:	=	0.047
Loss:	=	0.058
Loss:	=	0.029
Loss:	=	0.031
Loss:	=	0.033
Loss:	=	0.036
Loss:	=	0.031
Loss:	=	0.065
Loss:	=	0.039
Loss:	=	0.046
Loss:	=	0.042
Loss:	=	0.046
Loss:	=	0.041
Loss:	=	0.04
Loss:	=	0.047
Loss:	=	0.024
Loss:	=	0.028
Loss:	=	0.026
Loss:	=	0.036
Loss:	=	0.032
Loss:	=	0.051
Loss:	=	0.045
Loss:	=	0.032
Loss:	=	0.044
Loss:	=	0.027
Loss:	=	0.046
Loss:	=	0.036
Loss:	=	0.034
Loss:	=	0.034
Loss:	=	0.057
Loss:	=	0.032
Loss:	=	0.049
Loss:	=	0.029
Loss:	=	0.036
Loss:	=	0.042
Loss:	=	0.028
Loss:	=	0.039
Loss:	=	0.033
Loss:	=	0.04
Loss:	=	0.033
Loss:	=	0.035
Loss:	=	0.044
Loss:	=	0.035
		
EPOCH	2	5
Loss:	=	0.043
Loss:	=	0.036
Loss:	=	0.042
Loss:	=	0.044
Loss:	=	0.025
Loss:	=	0.041
Loss:	=	0.037
Loss:	=	0.027
Loss:	=	0.04
Loss:	=	0.033
Loss:	=	0.031
Loss:	=	0.038
Loss:	=	0.032
Loss:	=	0.026
Loss:	=	0.021
Loss:	=	0.047
Loss:	=	0.029
Loss:	=	0.029
Loss:	=	0.028
Loss:	=	0.039
Loss:	=	0.047
Loss:	=	0.057
Loss:	=	0.029
Loss:	=	0.033
Loss:	=	0.035
Loss:	=	0.051
Loss:	=	0.045
Loss:	=	0.049
Loss:	=	0.025
Loss:	=	0.049
Loss:	=	0.029
Loss:	=	0.036
Loss:	=	0.028
Loss:	=	0.029
Loss:	=	0.034
Loss:	=	0.041
Loss:	=	0.048
Loss:	=	0.035
Loss:	=	0.042
Loss:	=	0.048
Loss:	=	0.046
Loss:	=	0.041
Loss:	=	0.046
Loss:	=	0.036
Loss:	=	0.033
Loss:	=	0.043
Loss:	=	0.039
Loss:	=	0.027
Loss:	=	0.045
Loss:	=	0.042
Loss:	=	0.037
Loss:	=	0.039
Loss:	=	0.041
Loss:	=	0.047
Loss:	=	0.036
Loss:	=	0.034
Loss:	=	0.04
Loss:	=	0.021
		
EPOCH	2	6
Loss:	=	0.089
Loss:	=	0.017
Loss:	=	0.035
Loss:	=	0.032
Loss:	=	0.043
Loss:	=	0.03
Loss:	=	0.053
Loss:	=	0.036
Loss:	=	0.033
Loss:	=	0.04
Loss:	=	0.024
Loss:	=	0.036
Loss:	=	0.052
Loss:	=	0.054
Loss:	=	0.042
Loss:	=	0.033
Loss:	=	0.032
Loss:	=	0.069
Loss:	=	0.03
Loss:	=	0.033
Loss:	=	0.031
Loss:	=	0.042
Loss:	=	0.029
Loss:	=	0.072
Loss:	=	0.036
Loss:	=	0.038
Loss:	=	0.032
Loss:	=	0.043
Loss:	=	0.04
Loss:	=	0.053
Loss:	=	0.061
Loss:	=	0.053
Loss:	=	0.058
Loss:	=	0.036
Loss:	=	0.057
Loss:	=	0.045
Loss:	=	0.046
Loss:	=	0.049
Loss:	=	0.069
Loss:	=	0.033
Loss:	=	0.054
Loss:	=	0.04
Loss:	=	0.043
Loss:	=	0.055
Loss:	=	0.053
Loss:	=	0.048
Loss:	=	0.065
Loss:	=	0.051
Loss:	=	0.05
Loss:	=	0.03
Loss:	=	0.034
Loss:	=	0.034
Loss:	=	0.046
Loss:	=	0.034
Loss:	=	0.026
Loss:	=	0.034
Loss:	=	0.045
Loss:	=	0.024
		
EPOCH	2	7
Loss:	=	0.107
Loss:	=	0.038
Loss:	=	0.036
Loss:	=	0.038
Loss:	=	0.058
Loss:	=	0.056
Loss:	=	0.048
Loss:	=	0.074
Loss:	=	0.045
Loss:	=	0.053
Loss:	=	0.048
Loss:	=	0.045
Loss:	=	0.05
Loss:	=	0.05
Loss:	=	0.044
Loss:	=	0.048
Loss:	=	0.036
Loss:	=	0.035
Loss:	=	0.024
Loss:	=	0.035
Loss:	=	0.058
Loss:	=	0.034
Loss:	=	0.063
Loss:	=	0.05
Loss:	=	0.06
Loss:	=	0.06
Loss:	=	0.054
Loss:	=	0.056
Loss:	=	0.054
Loss:	=	0.034
Loss:	=	0.041
Loss:	=	0.037
Loss:	=	0.05
Loss:	=	0.062
Loss:	=	0.036
Loss:	=	0.06
Loss:	=	0.028
Loss:	=	0.052
Loss:	=	0.031
Loss:	=	0.054
Loss:	=	0.04
Loss:	=	0.033
Loss:	=	0.053
Loss:	=	0.04
Loss:	=	0.035
Loss:	=	0.031
Loss:	=	0.039
Loss:	=	0.05
Loss:	=	0.03
Loss:	=	0.03
Loss:	=	0.052
Loss:	=	0.027
Loss:	=	0.023
Loss:	=	0.028
Loss:	=	0.053
Loss:	=	0.046
Loss:	=	0.031
Loss:	=	0.023
		
EPOCH	2	8
Loss:	=	0.032
Loss:	=	0.034
Loss:	=	0.04
Loss:	=	0.04
Loss:	=	0.036
Loss:	=	0.033
Loss:	=	0.032
Loss:	=	0.045
Loss:	=	0.03
Loss:	=	0.026
Loss:	=	0.043
Loss:	=	0.045
Loss:	=	0.026
Loss:	=	0.046
Loss:	=	0.03
Loss:	=	0.057
Loss:	=	0.026
Loss:	=	0.054
Loss:	=	0.033
Loss:	=	0.042
Loss:	=	0.038
Loss:	=	0.023
Loss:	=	0.038
Loss:	=	0.034
Loss:	=	0.037
Loss:	=	0.045
Loss:	=	0.032
Loss:	=	0.032
Loss:	=	0.024
Loss:	=	0.037
Loss:	=	0.024
Loss:	=	0.034
Loss:	=	0.028
Loss:	=	0.046
Loss:	=	0.061
Loss:	=	0.032
Loss:	=	0.03
Loss:	=	0.038
Loss:	=	0.037
Loss:	=	0.04
Loss:	=	0.045
Loss:	=	0.037
Loss:	=	0.023
Loss:	=	0.057
Loss:	=	0.048
Loss:	=	0.026
Loss:	=	0.034
Loss:	=	0.048
Loss:	=	0.024
Loss:	=	0.029
Loss:	=	0.027
Loss:	=	0.032
Loss:	=	0.018
Loss:	=	0.031
Loss:	=	0.03
Loss:	=	0.03
Loss:	=	0.027
Loss:	=	0.03
		
EPOCH	2	9
Loss:	=	0.029
Loss:	=	0.034
Loss:	=	0.028
Loss:	=	0.032
Loss:	=	0.04
Loss:	=	0.035
Loss:	=	0.036
Loss:	=	0.049
Loss:	=	0.048
Loss:	=	0.029
Loss:	=	0.035
Loss:	=	0.038
Loss:	=	0.027
Loss:	=	0.042
Loss:	=	0.029
Loss:	=	0.03
Loss:	=	0.022
Loss:	=	0.036
Loss:	=	0.034
Loss:	=	0.041
Loss:	=	0.04
Loss:	=	0.031
Loss:	=	0.039
Loss:	=	0.029
Loss:	=	0.028
Loss:	=	0.036
Loss:	=	0.054
Loss:	=	0.027
Loss:	=	0.033
Loss:	=	0.034
Loss:	=	0.022
Loss:	=	0.02
Loss:	=	0.031
Loss:	=	0.033
Loss:	=	0.033
Loss:	=	0.031
Loss:	=	0.029
Loss:	=	0.035
Loss:	=	0.027
Loss:	=	0.026
Loss:	=	0.031
Loss:	=	0.044
Loss:	=	0.034
Loss:	=	0.031
Loss:	=	0.027
Loss:	=	0.033
Loss:	=	0.026
Loss:	=	0.022
Loss:	=	0.026
Loss:	=	0.031
Loss:	=	0.023
Loss:	=	0.035
Loss:	=	0.034
Loss:	=	0.025
Loss:	=	0.039
Loss:	=	0.043
Loss:	=	0.039
Loss:	=	0.05
		
EPOCH	3	0
Loss:	=	0.02
Loss:	=	0.027
Loss:	=	0.032
Loss:	=	0.056
Loss:	=	0.038
Loss:	=	0.025
Loss:	=	0.027
Loss:	=	0.027
Loss:	=	0.031
Loss:	=	0.03
Loss:	=	0.028
Loss:	=	0.033
Loss:	=	0.023
Loss:	=	0.025
Loss:	=	0.02
Loss:	=	0.022
Loss:	=	0.031
Loss:	=	0.027
Loss:	=	0.032
Loss:	=	0.032
Loss:	=	0.03
Loss:	=	0.03
Loss:	=	0.025
Loss:	=	0.032
Loss:	=	0.026
Loss:	=	0.024
Loss:	=	0.028
Loss:	=	0.038
Loss:	=	0.038
Loss:	=	0.046
Loss:	=	0.019
Loss:	=	0.035
Loss:	=	0.029
Loss:	=	0.037
Loss:	=	0.033
Loss:	=	0.022
Loss:	=	0.023
Loss:	=	0.04
Loss:	=	0.035
Loss:	=	0.024
Loss:	=	0.017
Loss:	=	0.039
Loss:	=	0.034
Loss:	=	0.031
Loss:	=	0.036
Loss:	=	0.04
Loss:	=	0.032
Loss:	=	0.033
Loss:	=	0.031
Loss:	=	0.063
Loss:	=	0.029
Loss:	=	0.041
Loss:	=	0.021
Loss:	=	0.038
Loss:	=	0.029
Loss:	=	0.069
Loss:	=	0.055
Loss:	=	0.029
		
EPOCH	3	1
Loss:	=	0.022
Loss:	=	0.034
Loss:	=	0.033
Loss:	=	0.044
Loss:	=	0.031
Loss:	=	0.034
Loss:	=	0.042
Loss:	=	0.036
Loss:	=	0.028
Loss:	=	0.034
Loss:	=	0.04
Loss:	=	0.034
Loss:	=	0.039
Loss:	=	0.039
Loss:	=	0.034
Loss:	=	0.03
Loss:	=	0.036
Loss:	=	0.044
Loss:	=	0.027
Loss:	=	0.038
Loss:	=	0.031
Loss:	=	0.031
Loss:	=	0.038
Loss:	=	0.03
Loss:	=	0.06
Loss:	=	0.04
Loss:	=	0.024
Loss:	=	0.038
Loss:	=	0.044
Loss:	=	0.037
Loss:	=	0.022
Loss:	=	0.031
Loss:	=	0.039
Loss:	=	0.026
Loss:	=	0.036
Loss:	=	0.039
Loss:	=	0.026
Loss:	=	0.021
Loss:	=	0.043
Loss:	=	0.029
Loss:	=	0.033
Loss:	=	0.036
Loss:	=	0.051
Loss:	=	0.041
Loss:	=	0.033
Loss:	=	0.032
Loss:	=	0.045
Loss:	=	0.026
Loss:	=	0.026
Loss:	=	0.045
Loss:	=	0.042
Loss:	=	0.047
Loss:	=	0.035
Loss:	=	0.025
Loss:	=	0.034
Loss:	=	0.045
Loss:	=	0.058
Loss:	=	0.053
		
EPOCH	3	2
Loss:	=	0.029
Loss:	=	0.032
Loss:	=	0.037
Loss:	=	0.081
Loss:	=	0.036
Loss:	=	0.056
Loss:	=	0.059
Loss:	=	0.039
Loss:	=	0.074
Loss:	=	0.08
Loss:	=	0.038
Loss:	=	0.054
Loss:	=	0.045
Loss:	=	0.052
Loss:	=	0.045
Loss:	=	0.049
Loss:	=	0.052
Loss:	=	0.11
Loss:	=	0.046
Loss:	=	0.053
Loss:	=	0.106
Loss:	=	0.063
Loss:	=	0.027
Loss:	=	0.113
Loss:	=	0.055
Loss:	=	0.07
Loss:	=	0.054
Loss:	=	0.05
Loss:	=	0.129
Loss:	=	0.05
Loss:	=	0.063
Loss:	=	0.089
Loss:	=	0.077
Loss:	=	0.107
Loss:	=	0.095
Loss:	=	0.051
Loss:	=	0.076
Loss:	=	0.168
Loss:	=	0.071
Loss:	=	0.08
Loss:	=	0.099
Loss:	=	0.069
Loss:	=	0.049
Loss:	=	0.075
Loss:	=	0.068
Loss:	=	0.121
Loss:	=	0.048
Loss:	=	0.083
Loss:	=	0.083
Loss:	=	0.083
Loss:	=	0.054
Loss:	=	0.113
Loss:	=	0.059
Loss:	=	0.056
Loss:	=	0.046
Loss:	=	0.227
Loss:	=	0.081
Loss:	=	0.114
		
EPOCH	3	3
Loss:	=	0.151
Loss:	=	0.138
Loss:	=	0.176
Loss:	=	0.171
Loss:	=	0.125
Loss:	=	0.111
Loss:	=	0.098
Loss:	=	0.089
Loss:	=	0.074
Loss:	=	0.103
Loss:	=	0.13
Loss:	=	0.133
Loss:	=	0.066
Loss:	=	0.1
Loss:	=	0.12
Loss:	=	0.112
Loss:	=	0.095
Loss:	=	0.11
Loss:	=	0.097
Loss:	=	0.038
Loss:	=	0.085
Loss:	=	0.071
Loss:	=	0.073
Loss:	=	0.165
Loss:	=	0.057
Loss:	=	0.094
Loss:	=	0.082
Loss:	=	0.095
Loss:	=	0.236
Loss:	=	0.214
Loss:	=	0.106
Loss:	=	0.113
Loss:	=	0.1
Loss:	=	0.128
Loss:	=	0.184
Loss:	=	0.145
Loss:	=	0.232
Loss:	=	0.157
Loss:	=	0.176
Loss:	=	0.165
Loss:	=	0.182
Loss:	=	0.135
Loss:	=	0.133
Loss:	=	0.117
Loss:	=	0.815
Loss:	=	7.525
Loss:	=	0.31
Loss:	=	0.339
Loss:	=	0.42
Loss:	=	0.434
Loss:	=	0.304
Loss:	=	0.824
Loss:	=	0.283
Loss:	=	0.353
Loss:	=	0.408
Loss:	=	0.31
Loss:	=	0.378
Loss:	=	0.329
		
EPOCH	3	4
Loss:	=	0.296
Loss:	=	0.272
Loss:	=	0.262
Loss:	=	0.185
Loss:	=	0.279
Loss:	=	0.228
Loss:	=	0.279
Loss:	=	0.25
Loss:	=	0.236
Loss:	=	0.266
Loss:	=	0.254
Loss:	=	0.237
Loss:	=	0.198
Loss:	=	0.242
Loss:	=	0.224
Loss:	=	0.212
Loss:	=	0.215
Loss:	=	0.207
Loss:	=	0.206
Loss:	=	0.179
Loss:	=	0.199
Loss:	=	0.215
Loss:	=	0.132
Loss:	=	0.255
Loss:	=	0.205
Loss:	=	0.176
Loss:	=	0.173
Loss:	=	0.151
Loss:	=	0.191
Loss:	=	0.177
Loss:	=	0.17
Loss:	=	0.149
Loss:	=	0.102
Loss:	=	0.248
Loss:	=	0.14
Loss:	=	0.227
Loss:	=	0.194
Loss:	=	0.132
Loss:	=	0.172
Loss:	=	0.201
Loss:	=	0.17
Loss:	=	0.174
Loss:	=	0.242
Loss:	=	0.183
Loss:	=	0.145
Loss:	=	0.135
Loss:	=	0.179
Loss:	=	0.18
Loss:	=	0.177
Loss:	=	0.169
Loss:	=	0.177
Loss:	=	0.198
Loss:	=	0.08
Loss:	=	0.226
Loss:	=	0.173
Loss:	=	0.187
Loss:	=	0.161
Loss:	=	0.166
		
EPOCH	3	5
Loss:	=	0.119
Loss:	=	0.164
Loss:	=	0.124
Loss:	=	0.199
Loss:	=	0.149
Loss:	=	0.115
Loss:	=	0.143
Loss:	=	0.171
Loss:	=	0.201
Loss:	=	0.113
Loss:	=	0.184
Loss:	=	0.221
Loss:	=	0.194
Loss:	=	0.115
Loss:	=	0.099
Loss:	=	0.266
Loss:	=	0.143
Loss:	=	0.196
Loss:	=	0.21
Loss:	=	0.124
Loss:	=	0.138
Loss:	=	0.159
Loss:	=	0.123
Loss:	=	0.17
Loss:	=	0.132
Loss:	=	0.123
Loss:	=	0.162
Loss:	=	0.089
Loss:	=	0.153
Loss:	=	0.136
Loss:	=	0.127
Loss:	=	0.147
Loss:	=	0.123
Loss:	=	0.232
Loss:	=	0.127
Loss:	=	0.138
Loss:	=	0.116
Loss:	=	0.116
Loss:	=	0.148
Loss:	=	0.157
Loss:	=	0.179
Loss:	=	0.173
Loss:	=	0.115
Loss:	=	0.103
Loss:	=	0.136
Loss:	=	0.177
Loss:	=	0.148
Loss:	=	0.133
Loss:	=	0.097
Loss:	=	0.14
Loss:	=	0.196
Loss:	=	0.151
Loss:	=	0.134
Loss:	=	0.211
Loss:	=	0.129
Loss:	=	0.138
Loss:	=	0.138
Loss:	=	0.126
		
EPOCH	3	6
Loss:	=	0.099
Loss:	=	0.118
Loss:	=	0.073
Loss:	=	0.166
Loss:	=	0.116
Loss:	=	0.086
Loss:	=	0.14
Loss:	=	0.128
Loss:	=	0.102
Loss:	=	0.105
Loss:	=	0.107
Loss:	=	0.139
Loss:	=	0.132
Loss:	=	0.111
Loss:	=	0.128
Loss:	=	0.157
Loss:	=	0.11
Loss:	=	0.092
Loss:	=	0.099
Loss:	=	0.1
Loss:	=	0.135
Loss:	=	0.102
Loss:	=	0.115
Loss:	=	0.139
Loss:	=	0.143
Loss:	=	0.106
Loss:	=	0.101
Loss:	=	0.15
Loss:	=	0.141
Loss:	=	0.115
Loss:	=	0.123
Loss:	=	0.132
Loss:	=	0.097
Loss:	=	0.106
Loss:	=	0.122
Loss:	=	0.102
Loss:	=	0.231
Loss:	=	0.087
Loss:	=	0.141
Loss:	=	0.126
Loss:	=	0.121
Loss:	=	0.128
Loss:	=	0.13
Loss:	=	0.167
Loss:	=	0.083
Loss:	=	0.104
Loss:	=	0.109
Loss:	=	0.12
Loss:	=	0.116
Loss:	=	0.138
Loss:	=	0.099
Loss:	=	0.093
Loss:	=	0.117
Loss:	=	0.104
Loss:	=	0.166
Loss:	=	0.097
Loss:	=	0.078
Loss:	=	0.066
		
EPOCH	3	7
Loss:	=	0.092
Loss:	=	0.116
Loss:	=	0.112
Loss:	=	0.121
Loss:	=	0.104
Loss:	=	0.097
Loss:	=	0.166
Loss:	=	0.111
Loss:	=	0.102
Loss:	=	0.108
Loss:	=	0.084
Loss:	=	0.123
Loss:	=	0.115
Loss:	=	0.115
Loss:	=	0.102
Loss:	=	0.103
Loss:	=	0.151
Loss:	=	0.106
Loss:	=	0.077
Loss:	=	0.102
Loss:	=	0.122
Loss:	=	0.075
Loss:	=	0.078
Loss:	=	0.096
Loss:	=	0.072
Loss:	=	0.095
Loss:	=	0.074
Loss:	=	0.087
Loss:	=	0.136
Loss:	=	0.086
Loss:	=	0.116
Loss:	=	0.09
Loss:	=	0.072
Loss:	=	0.104
Loss:	=	0.088
Loss:	=	0.087
Loss:	=	0.093
Loss:	=	0.08
Loss:	=	0.115
Loss:	=	0.073
Loss:	=	0.111
Loss:	=	0.067
Loss:	=	0.087
Loss:	=	0.106
Loss:	=	0.104
Loss:	=	0.094
Loss:	=	0.082
Loss:	=	0.118
Loss:	=	0.091
Loss:	=	0.091
Loss:	=	0.079
Loss:	=	0.089
Loss:	=	0.112
Loss:	=	0.1
Loss:	=	0.09
Loss:	=	0.1
Loss:	=	0.124
Loss:	=	0.119
		
EPOCH	3	8
Loss:	=	0.084
Loss:	=	0.109
Loss:	=	0.077
Loss:	=	0.177
Loss:	=	0.084
Loss:	=	0.108
Loss:	=	0.075
Loss:	=	0.105
Loss:	=	0.106
Loss:	=	0.09
Loss:	=	0.091
Loss:	=	0.138
Loss:	=	0.09
Loss:	=	0.067
Loss:	=	0.091
Loss:	=	0.101
Loss:	=	0.079
Loss:	=	0.11
Loss:	=	0.062
Loss:	=	0.09
Loss:	=	0.115
Loss:	=	0.095
Loss:	=	0.116
Loss:	=	0.106
Loss:	=	0.058
Loss:	=	0.099
Loss:	=	0.099
Loss:	=	0.103
Loss:	=	0.065
Loss:	=	0.084
Loss:	=	0.088
Loss:	=	0.083
Loss:	=	0.066
Loss:	=	0.078
Loss:	=	0.101
Loss:	=	0.104
Loss:	=	0.052
Loss:	=	0.13
Loss:	=	0.066
Loss:	=	0.085
Loss:	=	0.158
Loss:	=	0.1
Loss:	=	0.098
Loss:	=	0.081
Loss:	=	0.071
Loss:	=	0.063
Loss:	=	0.099
Loss:	=	0.074
Loss:	=	0.1
Loss:	=	0.091
Loss:	=	0.09
Loss:	=	0.089
Loss:	=	0.067
Loss:	=	0.063
Loss:	=	0.081
Loss:	=	0.127
Loss:	=	0.089
Loss:	=	0.087
		
EPOCH	3	9
Loss:	=	0.062
Loss:	=	0.102
Loss:	=	0.072
Loss:	=	0.082
Loss:	=	0.113
Loss:	=	0.097
Loss:	=	0.093
Loss:	=	0.061
Loss:	=	0.053
Loss:	=	0.078
Loss:	=	0.088
Loss:	=	0.068
Loss:	=	0.1
Loss:	=	0.087
Loss:	=	0.054
Loss:	=	0.053
Loss:	=	0.054
Loss:	=	0.096
Loss:	=	0.063
Loss:	=	0.06
Loss:	=	0.087
Loss:	=	0.066
Loss:	=	0.091
Loss:	=	0.053
Loss:	=	0.123
Loss:	=	0.089
Loss:	=	0.073
Loss:	=	0.066
Loss:	=	0.127
Loss:	=	0.095
Loss:	=	0.096
Loss:	=	0.08
Loss:	=	0.061
Loss:	=	0.08
Loss:	=	0.069
Loss:	=	0.061
Loss:	=	0.068
Loss:	=	0.074
Loss:	=	0.089
Loss:	=	0.073
Loss:	=	0.079
Loss:	=	0.087
Loss:	=	0.073
Loss:	=	0.119
Loss:	=	0.069
Loss:	=	0.06
Loss:	=	0.075
Loss:	=	0.106
Loss:	=	0.089
Loss:	=	0.06
Loss:	=	0.13
Loss:	=	0.109
Loss:	=	0.064
Loss:	=	0.096
Loss:	=	0.078
Loss:	=	0.08
Loss:	=	0.085
Loss:	=	0.074
		
EPOCH	4	0
Loss:	=	0.126
Loss:	=	0.075
Loss:	=	0.092
Loss:	=	0.083
Loss:	=	0.103
Loss:	=	0.091
Loss:	=	0.069
Loss:	=	0.08
Loss:	=	0.078
Loss:	=	0.079
Loss:	=	0.07
Loss:	=	0.08
Loss:	=	0.106
Loss:	=	0.08
Loss:	=	0.078
Loss:	=	0.063
Loss:	=	0.104
Loss:	=	0.095
Loss:	=	0.066
Loss:	=	0.064
Loss:	=	0.098
Loss:	=	0.054
Loss:	=	0.07
Loss:	=	0.057
Loss:	=	0.05
Loss:	=	0.085
Loss:	=	0.06
Loss:	=	0.048
Loss:	=	0.07
Loss:	=	0.059
Loss:	=	0.099
Loss:	=	0.061
Loss:	=	0.08
Loss:	=	0.063
Loss:	=	0.088
Loss:	=	0.082
Loss:	=	0.057
Loss:	=	0.115
Loss:	=	0.106
Loss:	=	0.08
Loss:	=	0.074
Loss:	=	0.081
Loss:	=	0.049
Loss:	=	0.071
Loss:	=	0.062
Loss:	=	0.075
Loss:	=	0.054
Loss:	=	0.063
Loss:	=	0.11
Loss:	=	0.06
Loss:	=	0.069
Loss:	=	0.082
Loss:	=	0.079
Loss:	=	0.063
Loss:	=	0.062
Loss:	=	0.052
Loss:	=	0.056
Loss:	=	0.089
		
EPOCH	4	1
Loss:	=	0.053
Loss:	=	0.092
Loss:	=	0.099
Loss:	=	0.045
Loss:	=	0.051
Loss:	=	0.071
Loss:	=	0.063
Loss:	=	0.074
Loss:	=	0.056
Loss:	=	0.045
Loss:	=	0.059
Loss:	=	0.03
Loss:	=	0.054
Loss:	=	0.069
Loss:	=	0.052
Loss:	=	0.073
Loss:	=	0.078
Loss:	=	0.065
Loss:	=	0.056
Loss:	=	0.054
Loss:	=	0.075
Loss:	=	0.048
Loss:	=	0.062
Loss:	=	0.052
Loss:	=	0.061
Loss:	=	0.103
Loss:	=	0.051
Loss:	=	0.085
Loss:	=	0.06
Loss:	=	0.061
Loss:	=	0.064
Loss:	=	0.078
Loss:	=	0.054
Loss:	=	0.063
Loss:	=	0.064
Loss:	=	0.069
Loss:	=	0.072
Loss:	=	0.073
Loss:	=	0.084
Loss:	=	0.125
Loss:	=	0.068
Loss:	=	0.074
Loss:	=	0.098
Loss:	=	0.06
Loss:	=	0.099
Loss:	=	0.049
Loss:	=	0.096
Loss:	=	0.091
Loss:	=	0.081
Loss:	=	0.1
Loss:	=	0.059
Loss:	=	0.08
Loss:	=	0.068
Loss:	=	0.064
Loss:	=	0.064
Loss:	=	0.056
Loss:	=	0.081
Loss:	=	0.06
		
EPOCH	4	2
Loss:	=	0.05
Loss:	=	0.068
Loss:	=	0.063
Loss:	=	0.047
Loss:	=	0.074
Loss:	=	0.06
Loss:	=	0.092
Loss:	=	0.058
Loss:	=	0.08
Loss:	=	0.062
Loss:	=	0.07
Loss:	=	0.061
Loss:	=	0.062
Loss:	=	0.046
Loss:	=	0.067
Loss:	=	0.076
Loss:	=	0.042
Loss:	=	0.062
Loss:	=	0.05
Loss:	=	0.057
Loss:	=	0.082
Loss:	=	0.05
Loss:	=	0.068
Loss:	=	0.087
Loss:	=	0.065
Loss:	=	0.071
Loss:	=	0.049
Loss:	=	0.058
Loss:	=	0.043
Loss:	=	0.063
Loss:	=	0.078
Loss:	=	0.061
Loss:	=	0.093
Loss:	=	0.058
Loss:	=	0.062
Loss:	=	0.066
Loss:	=	0.074
Loss:	=	0.059
Loss:	=	0.065
Loss:	=	0.034
Loss:	=	0.046
Loss:	=	0.09
Loss:	=	0.044
Loss:	=	0.041
Loss:	=	0.047
Loss:	=	0.072
Loss:	=	0.071
Loss:	=	0.062
Loss:	=	0.058
Loss:	=	0.055
Loss:	=	0.05
Loss:	=	0.073
Loss:	=	0.039
Loss:	=	0.046
Loss:	=	0.079
Loss:	=	0.06
Loss:	=	0.054
Loss:	=	0.113
		
EPOCH	4	3
Loss:	=	0.047
Loss:	=	0.037
Loss:	=	0.06
Loss:	=	0.062
Loss:	=	0.075
Loss:	=	0.041
Loss:	=	0.049
Loss:	=	0.04
Loss:	=	0.057
Loss:	=	0.083
Loss:	=	0.074
Loss:	=	0.055
Loss:	=	0.046
Loss:	=	0.057
Loss:	=	0.066
Loss:	=	0.066
Loss:	=	0.053
Loss:	=	0.055
Loss:	=	0.049
Loss:	=	0.047
Loss:	=	0.084
Loss:	=	0.059
Loss:	=	0.053
Loss:	=	0.041
Loss:	=	0.065
Loss:	=	0.052
Loss:	=	0.055
Loss:	=	0.059
Loss:	=	0.043
Loss:	=	0.053
Loss:	=	0.049
Loss:	=	0.06
Loss:	=	0.049
Loss:	=	0.05
Loss:	=	0.062
